frame.number,frame.time,eth.src,eth.dst,eth.type,ip.src,ip.dst,tcp.srcport,tcp.dstport,_ws.col.protocol,_ws.col.info
"46","Jul 14, 2025 09:56:43.753775000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=75 Ack=97 Win=502 Len=11"
"47","Jul 14, 2025 09:56:43.800289000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=97 Ack=86 Win=20032 Len=0"
"48","Jul 14, 2025 09:56:43.803711000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 47#1] 64279 → 502 [ACK] Seq=97 Ack=86 Win=20032 Len=0"
"49","Jul 14, 2025 09:56:43.913844000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   342; Unit:   1, Func:   3: Read Holding Registers"
"50","Jul 14, 2025 09:56:43.916840000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=97 Ack=86 Win=20032 Len=12"
"51","Jul 14, 2025 09:56:43.919607000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   342; Unit:   1, Func:   3: Read Holding Registers"
"52","Jul 14, 2025 09:56:43.921685000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=86 Ack=109 Win=502 Len=11"
"53","Jul 14, 2025 09:56:43.973162000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=109 Ack=97 Win=20021 Len=0"
"54","Jul 14, 2025 09:56:43.974997000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 53#1] 64279 → 502 [ACK] Seq=109 Ack=97 Win=20021 Len=0"
"55","Jul 14, 2025 09:56:44.089672000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   343; Unit:   1, Func:   1: Read Coils"
"56","Jul 14, 2025 09:56:44.091641000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=109 Ack=97 Win=20021 Len=12"
"57","Jul 14, 2025 09:56:44.093124000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   343; Unit:   1, Func:   1: Read Coils"
"58","Jul 14, 2025 09:56:44.095728000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=97 Ack=121 Win=502 Len=10"
"59","Jul 14, 2025 09:56:44.145732000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=121 Ack=107 Win=20011 Len=0"
"60","Jul 14, 2025 09:56:44.147107000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 59#1] 64279 → 502 [ACK] Seq=121 Ack=107 Win=20011 Len=0"
"61","Jul 14, 2025 09:56:44.256105000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   344; Unit:   1, Func:   4: Read Input Registers"
"62","Jul 14, 2025 09:56:44.258858000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=121 Ack=107 Win=20011 Len=12"
"63","Jul 14, 2025 09:56:44.262366000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   344; Unit:   1, Func:   4: Read Input Registers"
"64","Jul 14, 2025 09:56:44.265108000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=107 Ack=133 Win=502 Len=11"
"65","Jul 14, 2025 09:56:44.321788000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=133 Ack=118 Win=20000 Len=0"
"66","Jul 14, 2025 09:56:44.322734000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 65#1] 64279 → 502 [ACK] Seq=133 Ack=118 Win=20000 Len=0"
"67","Jul 14, 2025 09:56:44.430388000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   345; Unit:   1, Func:   3: Read Holding Registers"
"68","Jul 14, 2025 09:56:44.432180000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=133 Ack=118 Win=20000 Len=12"
"69","Jul 14, 2025 09:56:44.435691000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   345; Unit:   1, Func:   3: Read Holding Registers"
"70","Jul 14, 2025 09:56:44.438443000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=118 Ack=145 Win=502 Len=11"
"71","Jul 14, 2025 09:56:44.480406000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=145 Ack=129 Win=19989 Len=0"
"72","Jul 14, 2025 09:56:44.481042000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 71#1] 64279 → 502 [ACK] Seq=145 Ack=129 Win=19989 Len=0"
"73","Jul 14, 2025 09:56:44.604448000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   346; Unit:   1, Func:   1: Read Coils"
"74","Jul 14, 2025 09:56:44.607646000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=145 Ack=129 Win=19989 Len=12"
"75","Jul 14, 2025 09:56:44.611387000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   346; Unit:   1, Func:   1: Read Coils"
"76","Jul 14, 2025 09:56:44.613695000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=129 Ack=157 Win=502 Len=10"
"77","Jul 14, 2025 09:56:44.665012000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=157 Ack=139 Win=19979 Len=0"
"78","Jul 14, 2025 09:56:44.667035000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 77#1] 64279 → 502 [ACK] Seq=157 Ack=139 Win=19979 Len=0"
"79","Jul 14, 2025 09:56:44.775785000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   347; Unit:   1, Func:   4: Read Input Registers"
"80","Jul 14, 2025 09:56:44.777789000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=157 Ack=139 Win=19979 Len=12"
"81","Jul 14, 2025 09:56:44.780379000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   347; Unit:   1, Func:   4: Read Input Registers"
"82","Jul 14, 2025 09:56:44.782538000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=139 Ack=169 Win=502 Len=11"
"83","Jul 14, 2025 09:56:44.832495000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=169 Ack=150 Win=19968 Len=0"
"84","Jul 14, 2025 09:56:44.833159000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 83#1] 64279 → 502 [ACK] Seq=169 Ack=150 Win=19968 Len=0"
"85","Jul 14, 2025 09:56:44.953673000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   348; Unit:   1, Func:   3: Read Holding Registers"
"86","Jul 14, 2025 09:56:44.956684000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=169 Ack=150 Win=19968 Len=12"
"87","Jul 14, 2025 09:56:44.958668000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   348; Unit:   1, Func:   3: Read Holding Registers"
"88","Jul 14, 2025 09:56:44.960335000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=150 Ack=181 Win=502 Len=11"
"89","Jul 14, 2025 09:56:45.004540000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=181 Ack=161 Win=19957 Len=0"
"90","Jul 14, 2025 09:56:45.006564000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 89#1] 64279 → 502 [ACK] Seq=181 Ack=161 Win=19957 Len=0"
"91","Jul 14, 2025 09:56:45.128684000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   349; Unit:   1, Func:   1: Read Coils"
"92","Jul 14, 2025 09:56:45.131475000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=181 Ack=161 Win=19957 Len=12"
"93","Jul 14, 2025 09:56:45.135730000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   349; Unit:   1, Func:   1: Read Coils"
"94","Jul 14, 2025 09:56:45.137059000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=161 Ack=193 Win=502 Len=10"
"95","Jul 14, 2025 09:56:45.182461000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=193 Ack=171 Win=19947 Len=0"
"96","Jul 14, 2025 09:56:45.183632000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 95#1] 64279 → 502 [ACK] Seq=193 Ack=171 Win=19947 Len=0"
"97","Jul 14, 2025 09:56:45.306669000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   350; Unit:   1, Func:   4: Read Input Registers"
"98","Jul 14, 2025 09:56:45.308330000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=193 Ack=171 Win=19947 Len=12"
"99","Jul 14, 2025 09:56:45.311478000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   350; Unit:   1, Func:   4: Read Input Registers"
"100","Jul 14, 2025 09:56:45.312777000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=171 Ack=205 Win=502 Len=11"
"101","Jul 14, 2025 09:56:45.369028000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=205 Ack=182 Win=19936 Len=0"
"102","Jul 14, 2025 09:56:45.372735000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 101#1] 64279 → 502 [ACK] Seq=205 Ack=182 Win=19936 Len=0"
"103","Jul 14, 2025 09:56:45.476788000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   351; Unit:   1, Func:   3: Read Holding Registers"
"104","Jul 14, 2025 09:56:45.478511000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=205 Ack=182 Win=19936 Len=12"
"105","Jul 14, 2025 09:56:45.481019000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   351; Unit:   1, Func:   3: Read Holding Registers"
"106","Jul 14, 2025 09:56:45.482285000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=182 Ack=217 Win=502 Len=11"
"107","Jul 14, 2025 09:56:45.530377000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=217 Ack=193 Win=19925 Len=0"
"108","Jul 14, 2025 09:56:45.531161000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 107#1] 64279 → 502 [ACK] Seq=217 Ack=193 Win=19925 Len=0"
