frame.number,frame.time,eth.src,eth.dst,eth.type,ip.src,ip.dst,tcp.srcport,tcp.dstport,_ws.col.protocol,_ws.col.info
"30","Jul 14, 2025 10:19:42.867058000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=49 Ack=45 Win=19796 Len=12"
"31","Jul 14, 2025 10:19:42.870990000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   475; Unit:   1, Func:   3: Read Holding Registers"
"32","Jul 14, 2025 10:19:42.874034000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=45 Ack=61 Win=502 Len=11"
"33","Jul 14, 2025 10:19:42.926954000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=61 Ack=56 Win=19785 Len=0"
"34","Jul 14, 2025 10:19:42.929395000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 33#1] 64279 → 502 [ACK] Seq=61 Ack=56 Win=19785 Len=0"
"35","Jul 14, 2025 10:19:43.033214000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   476; Unit:   1, Func:   1: Read Coils"
"36","Jul 14, 2025 10:19:43.035946000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=61 Ack=56 Win=19785 Len=12"
"37","Jul 14, 2025 10:19:43.039813000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   476; Unit:   1, Func:   1: Read Coils"
"38","Jul 14, 2025 10:19:43.042318000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=56 Ack=73 Win=502 Len=10"
"39","Jul 14, 2025 10:19:43.087228000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=73 Ack=66 Win=19775 Len=0"
"40","Jul 14, 2025 10:19:43.092274000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 39#1] 64279 → 502 [ACK] Seq=73 Ack=66 Win=19775 Len=0"
"41","Jul 14, 2025 10:19:43.207226000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   477; Unit:   1, Func:   4: Read Input Registers"
"42","Jul 14, 2025 10:19:43.209570000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=73 Ack=66 Win=19775 Len=12"
"43","Jul 14, 2025 10:19:43.212768000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   477; Unit:   1, Func:   4: Read Input Registers"
"44","Jul 14, 2025 10:19:43.214706000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=66 Ack=85 Win=502 Len=11"
"45","Jul 14, 2025 10:19:43.267492000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=85 Ack=77 Win=19764 Len=0"
"46","Jul 14, 2025 10:19:43.271215000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 45#1] 64279 → 502 [ACK] Seq=85 Ack=77 Win=19764 Len=0"
"47","Jul 14, 2025 10:19:43.383597000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   478; Unit:   1, Func:   3: Read Holding Registers"
"48","Jul 14, 2025 10:19:43.385031000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=85 Ack=77 Win=19764 Len=12"
"49","Jul 14, 2025 10:19:43.388078000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","1.1.1.1",,,"DNS","Standard query 0xf487 A chrome.cloudflare-dns.com"
"50","Jul 14, 2025 10:19:43.389746000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   478; Unit:   1, Func:   3: Read Holding Registers"
"51","Jul 14, 2025 10:19:43.391513000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.20.1,10.10.20.30","10.10.20.30,1.1.1.1",,,"ICMP","Destination unreachable (Host unreachable)"
"52","Jul 14, 2025 10:19:43.392524000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=77 Ack=97 Win=502 Len=11"
"53","Jul 14, 2025 10:19:43.437723000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=97 Ack=88 Win=19753 Len=0"
"54","Jul 14, 2025 10:19:43.439881000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 53#1] 64279 → 502 [ACK] Seq=97 Ack=88 Win=19753 Len=0"
"55","Jul 14, 2025 10:19:43.549892000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   479; Unit:   1, Func:   1: Read Coils"
"56","Jul 14, 2025 10:19:43.553954000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=97 Ack=88 Win=19753 Len=12"
"57","Jul 14, 2025 10:19:43.559302000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   479; Unit:   1, Func:   1: Read Coils"
"58","Jul 14, 2025 10:19:43.560835000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=88 Ack=109 Win=502 Len=10"
"59","Jul 14, 2025 10:19:43.617245000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=109 Ack=98 Win=19743 Len=0"
"60","Jul 14, 2025 10:19:43.619610000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 59#1] 64279 → 502 [ACK] Seq=109 Ack=98 Win=19743 Len=0"
"61","Jul 14, 2025 10:19:43.726127000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   480; Unit:   1, Func:   4: Read Input Registers"
"62","Jul 14, 2025 10:19:43.727227000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=109 Ack=98 Win=19743 Len=12"
"63","Jul 14, 2025 10:19:43.729296000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   480; Unit:   1, Func:   4: Read Input Registers"
"64","Jul 14, 2025 10:19:43.733150000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=98 Ack=121 Win=502 Len=11"
"65","Jul 14, 2025 10:19:43.787343000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=121 Ack=109 Win=19732 Len=0"
"66","Jul 14, 2025 10:19:43.790437000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 65#1] 64279 → 502 [ACK] Seq=121 Ack=109 Win=19732 Len=0"
"67","Jul 14, 2025 10:19:43.897831000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   481; Unit:   1, Func:   3: Read Holding Registers"
"68","Jul 14, 2025 10:19:43.902521000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=121 Ack=109 Win=19732 Len=12"
"69","Jul 14, 2025 10:19:43.903371000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   481; Unit:   1, Func:   3: Read Holding Registers"
"70","Jul 14, 2025 10:19:43.905417000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=109 Ack=133 Win=502 Len=11"
"71","Jul 14, 2025 10:19:43.949581000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=133 Ack=120 Win=19721 Len=0"
"72","Jul 14, 2025 10:19:43.949583000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 71#1] 64279 → 502 [ACK] Seq=133 Ack=120 Win=19721 Len=0"
"73","Jul 14, 2025 10:19:44.078495000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   482; Unit:   1, Func:   1: Read Coils"
"74","Jul 14, 2025 10:19:44.080688000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=133 Ack=120 Win=19721 Len=12"
"75","Jul 14, 2025 10:19:44.083989000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   482; Unit:   1, Func:   1: Read Coils"
"76","Jul 14, 2025 10:19:44.087757000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=120 Ack=145 Win=502 Len=10"
"77","Jul 14, 2025 10:19:44.142593000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=145 Ack=130 Win=19711 Len=0"
"78","Jul 14, 2025 10:19:44.145493000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 77#1] 64279 → 502 [ACK] Seq=145 Ack=130 Win=19711 Len=0"
"79","Jul 14, 2025 10:19:44.252732000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   483; Unit:   1, Func:   4: Read Input Registers"
"80","Jul 14, 2025 10:19:44.256824000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=145 Ack=130 Win=19711 Len=12"
"81","Jul 14, 2025 10:19:44.261508000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   483; Unit:   1, Func:   4: Read Input Registers"
"82","Jul 14, 2025 10:19:44.264514000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=130 Ack=157 Win=502 Len=11"
"83","Jul 14, 2025 10:19:44.307696000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=157 Ack=141 Win=19700 Len=0"
"84","Jul 14, 2025 10:19:44.310154000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 83#1] 64279 → 502 [ACK] Seq=157 Ack=141 Win=19700 Len=0"
"85","Jul 14, 2025 10:19:44.374902000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","1.1.1.1",,,"DNS","Standard query 0xe0d2 A aka.ms"
"86","Jul 14, 2025 10:19:44.376645000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","1.1.1.1",,,"DNS","Standard query 0xd841 A ecs.office.com"
"87","Jul 14, 2025 10:19:44.378859000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.20.1,10.10.20.30","10.10.20.30,1.1.1.1",,,"ICMP","Destination unreachable (Host unreachable)"
"88","Jul 14, 2025 10:19:44.380815000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.20.1,10.10.20.30","10.10.20.30,1.1.1.1",,,"ICMP","Destination unreachable (Host unreachable)"
"89","Jul 14, 2025 10:19:44.442505000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   484; Unit:   1, Func:   3: Read Holding Registers"
"90","Jul 14, 2025 10:19:44.444691000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=157 Ack=141 Win=19700 Len=12"
"91","Jul 14, 2025 10:19:44.447570000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   484; Unit:   1, Func:   3: Read Holding Registers"
"92","Jul 14, 2025 10:19:44.449587000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","1.1.1.1",,,"DNS","Standard query 0xf487 A chrome.cloudflare-dns.com"
"93","Jul 14, 2025 10:19:44.450679000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=141 Ack=169 Win=502 Len=11"
"94","Jul 14, 2025 10:19:44.452558000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.20.1,10.10.20.30","10.10.20.30,1.1.1.1",,,"ICMP","Destination unreachable (Host unreachable)"
"95","Jul 14, 2025 10:19:44.507040000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=169 Ack=152 Win=19689 Len=0"
"96","Jul 14, 2025 10:19:44.510685000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 95#1] 64279 → 502 [ACK] Seq=169 Ack=152 Win=19689 Len=0"
"97","Jul 14, 2025 10:19:44.612222000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   485; Unit:   1, Func:   1: Read Coils"
"98","Jul 14, 2025 10:19:44.616716000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=169 Ack=152 Win=19689 Len=12"
"99","Jul 14, 2025 10:19:44.619620000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   485; Unit:   1, Func:   1: Read Coils"
"100","Jul 14, 2025 10:19:44.622817000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=152 Ack=181 Win=502 Len=10"
"101","Jul 14, 2025 10:19:44.682946000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=181 Ack=162 Win=19679 Len=0"
"102","Jul 14, 2025 10:19:44.687148000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 101#1] 64279 → 502 [ACK] Seq=181 Ack=162 Win=19679 Len=0"
"103","Jul 14, 2025 10:19:44.795377000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   486; Unit:   1, Func:   4: Read Input Registers"
"104","Jul 14, 2025 10:19:44.797134000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=181 Ack=162 Win=19679 Len=12"
"105","Jul 14, 2025 10:19:44.801885000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   486; Unit:   1, Func:   4: Read Input Registers"
"106","Jul 14, 2025 10:19:44.805324000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=162 Ack=193 Win=502 Len=11"
"107","Jul 14, 2025 10:19:44.864100000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=193 Ack=173 Win=19668 Len=0"
"108","Jul 14, 2025 10:19:44.866979000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 107#1] 64279 → 502 [ACK] Seq=193 Ack=173 Win=19668 Len=0"
"109","Jul 14, 2025 10:19:44.969992000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   487; Unit:   1, Func:   3: Read Holding Registers"
"110","Jul 14, 2025 10:19:44.973867000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=193 Ack=173 Win=19668 Len=12"
