frame.number,frame.time,eth.src,eth.dst,eth.type,ip.src,ip.dst,tcp.srcport,tcp.dstport,_ws.col.protocol,_ws.col.info
"22","Jul 14, 2025 10:10:33.375080000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=33 Ack=49 Win=502 Len=10"
"23","Jul 14, 2025 10:10:33.419876000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=49 Ack=43 Win=20064 Len=0"
"24","Jul 14, 2025 10:10:33.423296000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 23#1] 64279 → 502 [ACK] Seq=49 Ack=43 Win=20064 Len=0"
"25","Jul 14, 2025 10:10:33.534417000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   270; Unit:   1, Func:   4: Read Input Registers"
"26","Jul 14, 2025 10:10:33.535947000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=49 Ack=43 Win=20064 Len=12"
"27","Jul 14, 2025 10:10:33.537545000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   270; Unit:   1, Func:   4: Read Input Registers"
"28","Jul 14, 2025 10:10:33.541487000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=43 Ack=61 Win=502 Len=11"
"29","Jul 14, 2025 10:10:33.593595000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=61 Ack=54 Win=20053 Len=0"
"30","Jul 14, 2025 10:10:33.596784000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 29#1] 64279 → 502 [ACK] Seq=61 Ack=54 Win=20053 Len=0"
"31","Jul 14, 2025 10:10:33.702521000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   271; Unit:   1, Func:   3: Read Holding Registers"
"32","Jul 14, 2025 10:10:33.706222000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=61 Ack=54 Win=20053 Len=12"
"33","Jul 14, 2025 10:10:33.708094000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   271; Unit:   1, Func:   3: Read Holding Registers"
"34","Jul 14, 2025 10:10:33.710446000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=54 Ack=73 Win=502 Len=11"
"35","Jul 14, 2025 10:10:33.763205000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=73 Ack=65 Win=20042 Len=0"
"36","Jul 14, 2025 10:10:33.766005000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 35#1] 64279 → 502 [ACK] Seq=73 Ack=65 Win=20042 Len=0"
"37","Jul 14, 2025 10:10:33.877230000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   272; Unit:   1, Func:   1: Read Coils"
"38","Jul 14, 2025 10:10:33.879155000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=73 Ack=65 Win=20042 Len=12"
"39","Jul 14, 2025 10:10:33.881851000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   272; Unit:   1, Func:   1: Read Coils"
"40","Jul 14, 2025 10:10:33.886223000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=65 Ack=85 Win=502 Len=10"
"41","Jul 14, 2025 10:10:33.944913000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=85 Ack=75 Win=20032 Len=0"
"42","Jul 14, 2025 10:10:33.949734000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 41#1] 64279 → 502 [ACK] Seq=85 Ack=75 Win=20032 Len=0"
"43","Jul 14, 2025 10:10:34.056740000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   273; Unit:   1, Func:   4: Read Input Registers"
"44","Jul 14, 2025 10:10:34.059729000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=85 Ack=75 Win=20032 Len=12"
"45","Jul 14, 2025 10:10:34.063556000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   273; Unit:   1, Func:   4: Read Input Registers"
"46","Jul 14, 2025 10:10:34.066782000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=75 Ack=97 Win=502 Len=11"
"47","Jul 14, 2025 10:10:34.114721000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=97 Ack=86 Win=20021 Len=0"
"48","Jul 14, 2025 10:10:34.117540000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 47#1] 64279 → 502 [ACK] Seq=97 Ack=86 Win=20021 Len=0"
"49","Jul 14, 2025 10:10:34.225373000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   274; Unit:   1, Func:   3: Read Holding Registers"
"50","Jul 14, 2025 10:10:34.226701000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=97 Ack=86 Win=20021 Len=12"
"51","Jul 14, 2025 10:10:34.232073000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   274; Unit:   1, Func:   3: Read Holding Registers"
"52","Jul 14, 2025 10:10:34.236252000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=86 Ack=109 Win=502 Len=11"
"53","Jul 14, 2025 10:10:34.280985000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=109 Ack=97 Win=20010 Len=0"
"54","Jul 14, 2025 10:10:34.285582000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 53#1] 64279 → 502 [ACK] Seq=109 Ack=97 Win=20010 Len=0"
"55","Jul 14, 2025 10:10:34.409062000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   275; Unit:   1, Func:   1: Read Coils"
"56","Jul 14, 2025 10:10:34.412029000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=109 Ack=97 Win=20010 Len=12"
"57","Jul 14, 2025 10:10:34.419631000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   275; Unit:   1, Func:   1: Read Coils"
"58","Jul 14, 2025 10:10:34.422563000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=97 Ack=121 Win=502 Len=10"
"59","Jul 14, 2025 10:10:34.474751000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=121 Ack=107 Win=20000 Len=0"
"60","Jul 14, 2025 10:10:34.478097000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 59#1] 64279 → 502 [ACK] Seq=121 Ack=107 Win=20000 Len=0"
"61","Jul 14, 2025 10:10:34.589886000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   276; Unit:   1, Func:   4: Read Input Registers"
"62","Jul 14, 2025 10:10:34.591609000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=121 Ack=107 Win=20000 Len=12"
"63","Jul 14, 2025 10:10:34.593918000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   276; Unit:   1, Func:   4: Read Input Registers"
"64","Jul 14, 2025 10:10:34.596537000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=107 Ack=133 Win=502 Len=11"
"65","Jul 14, 2025 10:10:34.639687000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=133 Ack=118 Win=19989 Len=0"
"66","Jul 14, 2025 10:10:34.642495000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 65#1] 64279 → 502 [ACK] Seq=133 Ack=118 Win=19989 Len=0"
"67","Jul 14, 2025 10:10:34.768035000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   277; Unit:   1, Func:   3: Read Holding Registers"
"68","Jul 14, 2025 10:10:34.771383000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=133 Ack=118 Win=19989 Len=12"
"69","Jul 14, 2025 10:10:34.775005000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   277; Unit:   1, Func:   3: Read Holding Registers"
"70","Jul 14, 2025 10:10:34.777984000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=118 Ack=145 Win=502 Len=11"
"71","Jul 14, 2025 10:10:34.830012000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=145 Ack=129 Win=19978 Len=0"
"72","Jul 14, 2025 10:10:34.832533000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 71#1] 64279 → 502 [ACK] Seq=145 Ack=129 Win=19978 Len=0"
"73","Jul 14, 2025 10:10:34.938824000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   278; Unit:   1, Func:   1: Read Coils"
"74","Jul 14, 2025 10:10:34.941047000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=145 Ack=129 Win=19978 Len=12"
"75","Jul 14, 2025 10:10:34.944231000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   278; Unit:   1, Func:   1: Read Coils"
"76","Jul 14, 2025 10:10:34.947160000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=129 Ack=157 Win=502 Len=10"
"77","Jul 14, 2025 10:10:35.000305000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=157 Ack=139 Win=19968 Len=0"
"78","Jul 14, 2025 10:10:35.001982000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 77#1] 64279 → 502 [ACK] Seq=157 Ack=139 Win=19968 Len=0"
"79","Jul 14, 2025 10:10:35.104326000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   279; Unit:   1, Func:   4: Read Input Registers"
"80","Jul 14, 2025 10:10:35.106800000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=157 Ack=139 Win=19968 Len=12"
"81","Jul 14, 2025 10:10:35.111522000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   279; Unit:   1, Func:   4: Read Input Registers"
"82","Jul 14, 2025 10:10:35.115430000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=139 Ack=169 Win=502 Len=11"
"83","Jul 14, 2025 10:10:35.167109000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=169 Ack=150 Win=19957 Len=0"
"84","Jul 14, 2025 10:10:35.170377000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 83#1] 64279 → 502 [ACK] Seq=169 Ack=150 Win=19957 Len=0"
"85","Jul 14, 2025 10:10:35.278213000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   280; Unit:   1, Func:   3: Read Holding Registers"
"86","Jul 14, 2025 10:10:35.281020000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=169 Ack=150 Win=19957 Len=12"
"87","Jul 14, 2025 10:10:35.283014000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   280; Unit:   1, Func:   3: Read Holding Registers"
"88","Jul 14, 2025 10:10:35.284102000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=150 Ack=181 Win=502 Len=11"
"89","Jul 14, 2025 10:10:35.331663000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=181 Ack=161 Win=19946 Len=0"
"90","Jul 14, 2025 10:10:35.335850000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 89#1] 64279 → 502 [ACK] Seq=181 Ack=161 Win=19946 Len=0"
"91","Jul 14, 2025 10:10:35.446418000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   281; Unit:   1, Func:   1: Read Coils"
"92","Jul 14, 2025 10:10:35.447766000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=181 Ack=161 Win=19946 Len=12"
"93","Jul 14, 2025 10:10:35.450513000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   281; Unit:   1, Func:   1: Read Coils"
"94","Jul 14, 2025 10:10:35.451645000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=161 Ack=193 Win=502 Len=10"
"95","Jul 14, 2025 10:10:35.510624000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=193 Ack=171 Win=19936 Len=0"
"96","Jul 14, 2025 10:10:35.513191000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 95#1] 64279 → 502 [ACK] Seq=193 Ack=171 Win=19936 Len=0"
"97","Jul 14, 2025 10:10:35.622733000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   282; Unit:   1, Func:   4: Read Input Registers"
"98","Jul 14, 2025 10:10:35.627357000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=193 Ack=171 Win=19936 Len=12"
"99","Jul 14, 2025 10:10:35.630621000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   282; Unit:   1, Func:   4: Read Input Registers"
"100","Jul 14, 2025 10:10:35.633556000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=171 Ack=205 Win=502 Len=11"
"101","Jul 14, 2025 10:10:35.694845000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=205 Ack=182 Win=19925 Len=0"
"102","Jul 14, 2025 10:10:35.697640000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 101#1] 64279 → 502 [ACK] Seq=205 Ack=182 Win=19925 Len=0"
"103","Jul 14, 2025 10:10:35.796263000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","Modbus/TCP","   Query: Trans:   283; Unit:   1, Func:   3: Read Holding Registers"
"104","Jul 14, 2025 10:10:35.799339000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Retransmission] 64279 → 502 [PSH, ACK] Seq=205 Ack=182 Win=19925 Len=12"
"105","Jul 14, 2025 10:10:35.803282000 EDT","08:00:27:df:f0:f9","08:00:27:6e:55:85","0x8100","10.10.10.10","10.10.20.30","502","64279","Modbus/TCP","Response: Trans:   283; Unit:   1, Func:   3: Read Holding Registers"
"106","Jul 14, 2025 10:10:35.806682000 EDT","08:00:27:6e:55:85","08:00:27:04:05:6f","0x8100","10.10.10.10","10.10.20.30","502","64279","TCP","[TCP Retransmission] 502 → 64279 [PSH, ACK] Seq=182 Ack=217 Win=502 Len=11"
"107","Jul 14, 2025 10:10:35.853752000 EDT","08:00:27:04:05:6f","08:00:27:6e:55:85","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","64279 → 502 [ACK] Seq=217 Ack=193 Win=19914 Len=0"
"108","Jul 14, 2025 10:10:35.858847000 EDT","08:00:27:6e:55:85","08:00:27:df:f0:f9","0x8100","10.10.20.30","10.10.10.10","64279","502","TCP","[TCP Dup ACK 107#1] 64279 → 502 [ACK] Seq=217 Ack=193 Win=19914 Len=0"
